token_id,tribe,age_group,scale_type,eyes,tail_type,body_markings,aura_effect,background,rarity_tier,lineage_hybridization
443,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Bioluminescent,Solar Plume,Circuit Map,Tidal Reflection,Sun Dunes,Uncommon,Sunscale
444,Obsidian Claw,Hatchling,Volcanic Black,Ember,Titan Crest,Shadow Veins,Tidal Reflection,Titan Ruins,Common,Pure
445,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Standard Coil,Coral Pattern,Shadow Drift,Ancient Jungle,Common,Pure
446,Obsidian Claw,Hatchling,Crystal Embedded,Ember,Neon Stream,Runic Lines,Crystal Bloom,Shadow Swamp,Common,Pure
447,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Bioluminescent,Solar Plume,Circuit Map,Solar Flare,Titan Ruins,Rare,Sunscale
448,Obsidian Claw,Hatchling,Volcanic Black,Nocturne Blue,Titan Crest,Runic Lines,Solar Flare,Ancient Jungle,Common,Pure
449,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Nocturne Blue,Neon Stream,Coral Pattern,Mist Cloak,Neon Abyss,Uncommon,Sunscale
450,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Pearlescent,Crystal Hook,Vine Spread,Mist Cloak,Coral Reef,Rare,Azure
451,Obsidian Claw (Titan Hybrid),Hatchling,Crystal Embedded,Ember,Coral Fan,Shadow Veins,Heatwave,Ancient Jungle,Uncommon,Titan
452,Obsidian Claw (Cyber Hybrid),Hatchling,Titan Alloy,Nocturne Blue,Standard Coil,Solar Engraving,Heatwave,Coral Reef,Uncommon,Cyber
453,Obsidian Claw (Sunscale Hybrid),Hatchling,Neon Circuit,Pearlescent,Crystal Hook,Shadow Veins,Solar Flare,Neon Abyss,Uncommon,Sunscale
454,Obsidian Claw,Hatchling,Titan Alloy,Runic Red,Coral Fan,Shadow Veins,Mist Cloak,Sun Dunes,Common,Pure
455,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Data Circuit,Coral Fan,Vine Spread,Heatwave,Volcanic Plains,Uncommon,Azure
456,Obsidian Claw (Shadow Hybrid),Hatchling,Coral Gloss,Data Circuit,Crystal Hook,Solar Engraving,Solar Flare,Titan Ruins,Rare,Shadow
457,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Ember,Solar Plume,Solar Engraving,Shadow Drift,Volcanic Plains,Rare,Cyber
458,Obsidian Claw (Verdant Hybrid),Hatchling,Neon Circuit,Data Circuit,Coral Fan,Circuit Map,Shadow Drift,Shadow Swamp,Uncommon,Verdant
459,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Nocturne Blue,Standard Coil,Coral Pattern,Solar Flare,Neon Abyss,Uncommon,Shadow
460,Obsidian Claw,Hatchling,Magma Veined,Ember,Coral Fan,Vine Spread,Tidal Reflection,Ancient Jungle,Common,Pure
461,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Runic Red,Forest Wrap,Coral Pattern,Shadow Drift,Shadow Swamp,Uncommon,Sunscale
462,Obsidian Claw (Sunscale Hybrid),Hatchling,Golden Ember,Nocturne Blue,Forest Wrap,Solar Engraving,Tidal Reflection,Coral Reef,Uncommon,Sunscale
463,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Crystal Hook,Lava Cracks,Crystal Bloom,Shadow Swamp,Common,Pure
464,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Solar Amber,Forest Wrap,Shadow Veins,Solar Flare,Volcanic Plains,Uncommon,Sunscale
465,Obsidian Claw (Sunscale Hybrid),Hatchling,Crystal Embedded,Solar Amber,Standard Coil,Solar Engraving,Heatwave,Volcanic Plains,Rare,Sunscale
466,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Runic Red,Crystal Hook,Shadow Veins,Solar Flare,Volcanic Plains,Rare,Sunscale
467,Obsidian Claw,Hatchling,Neon Circuit,Data Circuit,Crystal Hook,Circuit Map,Shadow Drift,Titan Ruins,Common,Pure
468,Obsidian Claw (Azure Hybrid),Hatchling,Volcanic Black,Data Circuit,Titan Crest,Vine Spread,Mist Cloak,Neon Abyss,Rare,Azure
469,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Runic Red,Crystal Hook,Runic Lines,Shadow Drift,Neon Abyss,Uncommon,Crystal
470,Obsidian Claw (Cyber Hybrid),Hatchling,Coral Gloss,Runic Red,Crystal Hook,Solar Engraving,Tidal Reflection,Neon Abyss,Uncommon,Cyber
471,Obsidian Claw,Hatchling,Magma Veined,Runic Red,Neon Stream,Vine Spread,Mist Cloak,Neon Abyss,Common,Pure
472,Obsidian Claw,Hatchling,Volcanic Black,Data Circuit,Solar Plume,Vine Spread,Crystal Bloom,Coral Reef,Common,Pure
473,Obsidian Claw (Cyber Hybrid),Hatchling,Golden Ember,Data Circuit,Forest Wrap,Coral Pattern,Neon Surge,Coral Reef,Legendary,Cyber
474,Obsidian Claw (Azure Hybrid),Hatchling,Magma Veined,Ember,Neon Stream,Circuit Map,Mist Cloak,Coral Reef,Uncommon,Azure
475,Obsidian Claw,Hatchling,Crystal Embedded,Nocturne Blue,Titan Crest,Shadow Veins,Shadow Drift,Sun Dunes,Common,Pure
476,Obsidian Claw,Hatchling,Magma Veined,Pearlescent,Neon Stream,Lava Cracks,Crystal Bloom,Coral Reef,Common,Pure
477,Obsidian Claw (Crystal Hybrid),Hatchling,Neon Circuit,Runic Red,Crystal Hook,Solar Engraving,Crystal Bloom,Coral Reef,Rare,Crystal
478,Obsidian Claw (Verdant Hybrid),Hatchling,Golden Ember,Data Circuit,Titan Crest,Circuit Map,Crystal Bloom,Coral Reef,Uncommon,Verdant
479,Obsidian Claw (Crystal Hybrid),Hatchling,Coral Gloss,Bioluminescent,Standard Coil,Solar Engraving,Mist Cloak,Ancient Jungle,Uncommon,Crystal
480,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Runic Red,Forest Wrap,Shadow Veins,Tidal Reflection,Sun Dunes,Rare,Crystal
481,Obsidian Claw,Hatchling,Titan Alloy,Runic Red,Titan Crest,Solar Engraving,Shadow Drift,Shadow Swamp,Common,Pure
482,Obsidian Claw,Hatchling,Golden Ember,Nocturne Blue,Neon Stream,Vine Spread,Mist Cloak,Ancient Jungle,Common,Pure
483,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Bioluminescent,Forest Wrap,Circuit Map,Neon Surge,Coral Reef,Uncommon,Sunscale
484,Obsidian Claw (Verdant Hybrid),Hatchling,Coral Gloss,Pearlescent,Solar Plume,Circuit Map,Shadow Drift,Neon Abyss,Uncommon,Verdant
485,Obsidian Claw (Azure Hybrid),Hatchling,Magma Veined,Data Circuit,Crystal Hook,Runic Lines,Shadow Drift,Coral Reef,Uncommon,Azure
486,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Runic Red,Standard Coil,Coral Pattern,Mist Cloak,Sun Dunes,Uncommon,Crystal
487,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Pearlescent,Titan Crest,Shadow Veins,Tidal Reflection,Sun Dunes,Uncommon,Crystal
488,Obsidian Claw,Hatchling,Golden Ember,Nocturne Blue,Titan Crest,Runic Lines,Tidal Reflection,Coral Reef,Common,Pure
489,Obsidian Claw (Cyber Hybrid),Hatchling,Coral Gloss,Bioluminescent,Titan Crest,Vine Spread,Shadow Drift,Coral Reef,Uncommon,Cyber
490,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Solar Amber,Standard Coil,Circuit Map,Heatwave,Shadow Swamp,Uncommon,Sunscale
491,Obsidian Claw,Hatchling,Volcanic Black,Ember,Titan Crest,Runic Lines,Heatwave,Coral Reef,Common,Pure
492,Obsidian Claw (Cyber Hybrid),Hatchling,Golden Ember,Nocturne Blue,Standard Coil,Shadow Veins,Mist Cloak,Ancient Jungle,Uncommon,Cyber
493,Obsidian Claw,Hatchling,Crystal Embedded,Pearlescent,Crystal Hook,Solar Engraving,Mist Cloak,Neon Abyss,Common,Pure
494,Obsidian Claw,Hatchling,Crystal Embedded,Pearlescent,Forest Wrap,Shadow Veins,Tidal Reflection,Ancient Jungle,Common,Pure
495,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Ember,Titan Crest,Coral Pattern,Neon Surge,Sun Dunes,Legendary,Shadow
496,Obsidian Claw (Titan Hybrid),Hatchling,Magma Veined,Nocturne Blue,Crystal Hook,Vine Spread,Mist Cloak,Titan Ruins,Rare,Titan
497,Obsidian Claw (Sunscale Hybrid),Hatchling,Neon Circuit,Ember,Solar Plume,Vine Spread,Tidal Reflection,Coral Reef,Uncommon,Sunscale
498,Obsidian Claw,Hatchling,Magma Veined,Data Circuit,Neon Stream,Shadow Veins,Neon Surge,Shadow Swamp,Common,Pure
499,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Nocturne Blue,Neon Stream,Shadow Veins,Tidal Reflection,Coral Reef,Uncommon,Verdant
500,Obsidian Claw,Hatchling,Crystal Embedded,Bioluminescent,Titan Crest,Circuit Map,Tidal Reflection,Titan Ruins,Common,Pure
501,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Solar Amber,Solar Plume,Solar Engraving,Crystal Bloom,Shadow Swamp,Uncommon,Cyber
502,Obsidian Claw,Hatchling,Volcanic Black,Data Circuit,Crystal Hook,Solar Engraving,Neon Surge,Coral Reef,Common,Pure
503,Obsidian Claw,Hatchling,Crystal Embedded,Solar Amber,Forest Wrap,Coral Pattern,Neon Surge,Titan Ruins,Common,Pure
504,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Pearlescent,Coral Fan,Vine Spread,Heatwave,Coral Reef,Uncommon,Azure
505,Obsidian Claw,Hatchling,Crystal Embedded,Runic Red,Titan Crest,Vine Spread,Neon Surge,Volcanic Plains,Common,Pure
506,Obsidian Claw (Titan Hybrid),Hatchling,Coral Gloss,Data Circuit,Neon Stream,Lava Cracks,Crystal Bloom,Titan Ruins,Rare,Titan
507,Obsidian Claw (Cyber Hybrid),Hatchling,Crystal Embedded,Ember,Standard Coil,Vine Spread,Tidal Reflection,Titan Ruins,Legendary,Cyber
508,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Runic Red,Neon Stream,Solar Engraving,Tidal Reflection,Sun Dunes,Uncommon,Sunscale
509,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Ember,Neon Stream,Runic Lines,Neon Surge,Titan Ruins,Uncommon,Sunscale
510,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Runic Red,Standard Coil,Vine Spread,Crystal Bloom,Shadow Swamp,Rare,Cyber
511,Obsidian Claw,Hatchling,Golden Ember,Ember,Coral Fan,Vine Spread,Tidal Reflection,Titan Ruins,Common,Pure
512,Obsidian Claw (Sunscale Hybrid),Hatchling,Golden Ember,Bioluminescent,Titan Crest,Lava Cracks,Solar Flare,Sun Dunes,Rare,Sunscale
513,Obsidian Claw (Verdant Hybrid),Hatchling,Crystal Embedded,Data Circuit,Solar Plume,Coral Pattern,Solar Flare,Ancient Jungle,Rare,Verdant
514,Obsidian Claw,Hatchling,Golden Ember,Data Circuit,Crystal Hook,Shadow Veins,Tidal Reflection,Shadow Swamp,Common,Pure
515,Obsidian Claw (Titan Hybrid),Hatchling,Volcanic Black,Ember,Titan Crest,Lava Cracks,Neon Surge,Sun Dunes,Rare,Titan
516,Obsidian Claw (Shadow Hybrid),Hatchling,Magma Veined,Runic Red,Titan Crest,Lava Cracks,Neon Surge,Volcanic Plains,Uncommon,Shadow
517,Obsidian Claw,Hatchling,Volcanic Black,Nocturne Blue,Titan Crest,Vine Spread,Shadow Drift,Ancient Jungle,Common,Pure
518,Obsidian Claw (Titan Hybrid),Hatchling,Neon Circuit,Data Circuit,Coral Fan,Circuit Map,Tidal Reflection,Titan Ruins,Uncommon,Titan
519,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Nocturne Blue,Neon Stream,Vine Spread,Solar Flare,Volcanic Plains,Uncommon,Sunscale
520,Obsidian Claw,Hatchling,Neon Circuit,Ember,Crystal Hook,Lava Cracks,Crystal Bloom,Sun Dunes,Common,Pure
521,Obsidian Claw,Hatchling,Titan Alloy,Solar Amber,Forest Wrap,Circuit Map,Shadow Drift,Titan Ruins,Common,Pure
522,Obsidian Claw,Hatchling,Magma Veined,Solar Amber,Neon Stream,Runic Lines,Crystal Bloom,Coral Reef,Common,Pure
523,Obsidian Claw (Titan Hybrid),Hatchling,Neon Circuit,Data Circuit,Titan Crest,Coral Pattern,Heatwave,Sun Dunes,Uncommon,Titan
524,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Bioluminescent,Standard Coil,Circuit Map,Neon Surge,Neon Abyss,Rare,Sunscale
525,Obsidian Claw (Sunscale Hybrid),Hatchling,Crystal Embedded,Ember,Titan Crest,Vine Spread,Neon Surge,Ancient Jungle,Rare,Sunscale
526,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Data Circuit,Titan Crest,Shadow Veins,Solar Flare,Coral Reef,Uncommon,Sunscale
527,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Data Circuit,Solar Plume,Solar Engraving,Heatwave,Neon Abyss,Legendary,Verdant
528,Obsidian Claw,Hatchling,Neon Circuit,Nocturne Blue,Forest Wrap,Circuit Map,Crystal Bloom,Titan Ruins,Common,Pure
529,Obsidian Claw,Hatchling,Volcanic Black,Ember,Standard Coil,Lava Cracks,Neon Surge,Coral Reef,Common,Pure
530,Obsidian Claw,Hatchling,Neon Circuit,Ember,Crystal Hook,Shadow Veins,Mist Cloak,Shadow Swamp,Common,Pure
531,Obsidian Claw,Hatchling,Titan Alloy,Runic Red,Titan Crest,Coral Pattern,Heatwave,Titan Ruins,Common,Pure
532,Obsidian Claw (Sunscale Hybrid),Hatchling,Titan Alloy,Data Circuit,Crystal Hook,Shadow Veins,Heatwave,Volcanic Plains,Uncommon,Sunscale
533,Obsidian Claw (Cyber Hybrid),Hatchling,Volcanic Black,Pearlescent,Solar Plume,Vine Spread,Neon Surge,Neon Abyss,Uncommon,Cyber
534,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Bioluminescent,Solar Plume,Lava Cracks,Solar Flare,Sun Dunes,Uncommon,Azure
535,Obsidian Claw,Hatchling,Crystal Embedded,Runic Red,Standard Coil,Coral Pattern,Heatwave,Neon Abyss,Common,Pure
536,Obsidian Claw (Sunscale Hybrid),Hatchling,Magma Veined,Bioluminescent,Titan Crest,Runic Lines,Solar Flare,Titan Ruins,Uncommon,Sunscale
537,Obsidian Claw (Titan Hybrid),Hatchling,Coral Gloss,Nocturne Blue,Neon Stream,Shadow Veins,Neon Surge,Volcanic Plains,Uncommon,Titan
538,Obsidian Claw (Cyber Hybrid),Hatchling,Crystal Embedded,Solar Amber,Standard Coil,Vine Spread,Tidal Reflection,Volcanic Plains,Rare,Cyber
539,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Ember,Titan Crest,Coral Pattern,Crystal Bloom,Titan Ruins,Uncommon,Azure
540,Obsidian Claw (Shadow Hybrid),Hatchling,Neon Circuit,Ember,Neon Stream,Runic Lines,Tidal Reflection,Titan Ruins,Uncommon,Shadow
541,Obsidian Claw,Hatchling,Neon Circuit,Data Circuit,Forest Wrap,Solar Engraving,Mist Cloak,Coral Reef,Common,Pure
542,Obsidian Claw (Cyber Hybrid),Hatchling,Magma Veined,Solar Amber,Crystal Hook,Solar Engraving,Neon Surge,Sun Dunes,Uncommon,Cyber
543,Obsidian Claw,Hatchling,Golden Ember,Ember,Coral Fan,Circuit Map,Solar Flare,Shadow Swamp,Common,Pure
544,Obsidian Claw (Shadow Hybrid),Hatchling,Coral Gloss,Pearlescent,Forest Wrap,Lava Cracks,Crystal Bloom,Titan Ruins,Uncommon,Shadow
545,Obsidian Claw (Verdant Hybrid),Hatchling,Volcanic Black,Pearlescent,Crystal Hook,Shadow Veins,Shadow Drift,Volcanic Plains,Uncommon,Verdant
546,Obsidian Claw,Hatchling,Coral Gloss,Nocturne Blue,Neon Stream,Vine Spread,Mist Cloak,Titan Ruins,Common,Pure
547,Obsidian Claw (Titan Hybrid),Hatchling,Neon Circuit,Bioluminescent,Crystal Hook,Solar Engraving,Neon Surge,Coral Reef,Uncommon,Titan
548,Obsidian Claw,Hatchling,Magma Veined,Ember,Crystal Hook,Vine Spread,Tidal Reflection,Ancient Jungle,Common,Pure
549,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Ember,Coral Fan,Circuit Map,Shadow Drift,Ancient Jungle,Uncommon,Shadow
550,Obsidian Claw,Hatchling,Crystal Embedded,Data Circuit,Crystal Hook,Coral Pattern,Mist Cloak,Shadow Swamp,Common,Pure
551,Obsidian Claw,Hatchling,Coral Gloss,Bioluminescent,Neon Stream,Solar Engraving,Mist Cloak,Ancient Jungle,Common,Pure
552,Obsidian Claw,Hatchling,Titan Alloy,Bioluminescent,Titan Crest,Lava Cracks,Mist Cloak,Neon Abyss,Common,Pure
553,Obsidian Claw (Shadow Hybrid),Hatchling,Magma Veined,Nocturne Blue,Titan Crest,Runic Lines,Solar Flare,Shadow Swamp,Uncommon,Shadow
554,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Bioluminescent,Solar Plume,Vine Spread,Mist Cloak,Neon Abyss,Rare,Crystal
555,Obsidian Claw,Hatchling,Crystal Embedded,Solar Amber,Solar Plume,Runic Lines,Heatwave,Neon Abyss,Common,Pure
556,Obsidian Claw,Hatchling,Magma Veined,Pearlescent,Coral Fan,Circuit Map,Solar Flare,Coral Reef,Common,Pure
557,Obsidian Claw (Shadow Hybrid),Hatchling,Crystal Embedded,Solar Amber,Neon Stream,Coral Pattern,Tidal Reflection,Volcanic Plains,Uncommon,Shadow
558,Obsidian Claw,Hatchling,Volcanic Black,Solar Amber,Forest Wrap,Shadow Veins,Mist Cloak,Neon Abyss,Common,Pure
559,Obsidian Claw,Hatchling,Coral Gloss,Runic Red,Titan Crest,Lava Cracks,Shadow Drift,Coral Reef,Common,Pure
560,Obsidian Claw,Hatchling,Crystal Embedded,Ember,Titan Crest,Vine Spread,Mist Cloak,Shadow Swamp,Common,Pure
561,Obsidian Claw (Cyber Hybrid),Hatchling,Crystal Embedded,Bioluminescent,Forest Wrap,Runic Lines,Neon Surge,Titan Ruins,Uncommon,Cyber
562,Obsidian Claw (Sunscale Hybrid),Hatchling,Volcanic Black,Bioluminescent,Neon Stream,Lava Cracks,Neon Surge,Volcanic Plains,Rare,Sunscale
563,Obsidian Claw,Hatchling,Coral Gloss,Bioluminescent,Standard Coil,Vine Spread,Heatwave,Neon Abyss,Common,Pure
564,Obsidian Claw,Hatchling,Golden Ember,Pearlescent,Forest Wrap,Vine Spread,Solar Flare,Sun Dunes,Common,Pure
565,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Data Circuit,Coral Fan,Circuit Map,Mist Cloak,Coral Reef,Uncommon,Verdant
566,Obsidian Claw (Verdant Hybrid),Hatchling,Crystal Embedded,Data Circuit,Titan Crest,Shadow Veins,Neon Surge,Titan Ruins,Rare,Verdant
567,Obsidian Claw (Titan Hybrid),Hatchling,Neon Circuit,Ember,Coral Fan,Vine Spread,Neon Surge,Neon Abyss,Uncommon,Titan
568,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Data Circuit,Titan Crest,Solar Engraving,Mist Cloak,Titan Ruins,Uncommon,Crystal
569,Obsidian Claw,Hatchling,Neon Circuit,Runic Red,Forest Wrap,Vine Spread,Tidal Reflection,Shadow Swamp,Common,Pure
570,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Nocturne Blue,Coral Fan,Lava Cracks,Crystal Bloom,Volcanic Plains,Uncommon,Verdant
571,Obsidian Claw (Verdant Hybrid),Hatchling,Volcanic Black,Data Circuit,Titan Crest,Runic Lines,Heatwave,Volcanic Plains,Rare,Verdant
572,Obsidian Claw,Hatchling,Coral Gloss,Ember,Crystal Hook,Vine Spread,Neon Surge,Shadow Swamp,Common,Pure
573,Obsidian Claw,Hatchling,Volcanic Black,Ember,Forest Wrap,Circuit Map,Neon Surge,Ancient Jungle,Common,Pure
574,Obsidian Claw (Sunscale Hybrid),Hatchling,Coral Gloss,Nocturne Blue,Titan Crest,Vine Spread,Heatwave,Shadow Swamp,Uncommon,Sunscale
575,Obsidian Claw (Titan Hybrid),Hatchling,Crystal Embedded,Runic Red,Solar Plume,Shadow Veins,Mist Cloak,Coral Reef,Rare,Titan
576,Obsidian Claw (Verdant Hybrid),Hatchling,Golden Ember,Pearlescent,Forest Wrap,Runic Lines,Tidal Reflection,Shadow Swamp,Rare,Verdant
577,Obsidian Claw (Titan Hybrid),Hatchling,Titan Alloy,Data Circuit,Crystal Hook,Runic Lines,Crystal Bloom,Volcanic Plains,Rare,Titan
578,Obsidian Claw (Cyber Hybrid),Hatchling,Crystal Embedded,Solar Amber,Coral Fan,Lava Cracks,Shadow Drift,Volcanic Plains,Rare,Cyber
579,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Data Circuit,Titan Crest,Circuit Map,Solar Flare,Ancient Jungle,Rare,Crystal
580,Obsidian Claw,Hatchling,Magma Veined,Data Circuit,Forest Wrap,Solar Engraving,Heatwave,Sun Dunes,Common,Pure
581,Obsidian Claw (Crystal Hybrid),Hatchling,Magma Veined,Data Circuit,Titan Crest,Coral Pattern,Shadow Drift,Shadow Swamp,Uncommon,Crystal
582,Obsidian Claw (Shadow Hybrid),Hatchling,Coral Gloss,Solar Amber,Forest Wrap,Vine Spread,Heatwave,Volcanic Plains,Rare,Shadow
583,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Nocturne Blue,Coral Fan,Shadow Veins,Neon Surge,Sun Dunes,Rare,Crystal
584,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Bioluminescent,Forest Wrap,Vine Spread,Neon Surge,Sun Dunes,Rare,Azure
585,Obsidian Claw (Shadow Hybrid),Hatchling,Neon Circuit,Solar Amber,Forest Wrap,Vine Spread,Neon Surge,Ancient Jungle,Uncommon,Shadow
586,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Data Circuit,Neon Stream,Lava Cracks,Mist Cloak,Neon Abyss,Rare,Azure
587,Obsidian Claw,Hatchling,Titan Alloy,Bioluminescent,Coral Fan,Circuit Map,Neon Surge,Shadow Swamp,Common,Pure
588,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Ember,Standard Coil,Coral Pattern,Heatwave,Sun Dunes,Rare,Shadow
589,Obsidian Claw (Azure Hybrid),Hatchling,Titan Alloy,Ember,Crystal Hook,Vine Spread,Shadow Drift,Volcanic Plains,Uncommon,Azure
590,Obsidian Claw (Shadow Hybrid),Hatchling,Titan Alloy,Bioluminescent,Titan Crest,Circuit Map,Mist Cloak,Titan Ruins,Rare,Shadow
591,Obsidian Claw,Hatchling,Crystal Embedded,Ember,Crystal Hook,Circuit Map,Shadow Drift,Ancient Jungle,Common,Pure
592,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Solar Amber,Standard Coil,Runic Lines,Heatwave,Titan Ruins,Legendary,Crystal
593,Obsidian Claw,Hatchling,Golden Ember,Data Circuit,Solar Plume,Vine Spread,Mist Cloak,Coral Reef,Common,Pure
594,Obsidian Claw (Azure Hybrid),Hatchling,Coral Gloss,Ember,Neon Stream,Vine Spread,Shadow Drift,Sun Dunes,Rare,Azure
595,Obsidian Claw,Hatchling,Golden Ember,Runic Red,Standard Coil,Vine Spread,Solar Flare,Neon Abyss,Common,Pure
596,Obsidian Claw,Hatchling,Neon Circuit,Ember,Crystal Hook,Coral Pattern,Neon Surge,Shadow Swamp,Common,Pure
597,Obsidian Claw (Verdant Hybrid),Hatchling,Crystal Embedded,Nocturne Blue,Forest Wrap,Lava Cracks,Shadow Drift,Sun Dunes,Rare,Verdant
598,Obsidian Claw (Azure Hybrid),Hatchling,Volcanic Black,Ember,Forest Wrap,Solar Engraving,Solar Flare,Neon Abyss,Rare,Azure
599,Obsidian Claw,Hatchling,Neon Circuit,Ember,Forest Wrap,Lava Cracks,Tidal Reflection,Titan Ruins,Common,Pure
600,Obsidian Claw,Hatchling,Volcanic Black,Pearlescent,Titan Crest,Coral Pattern,Neon Surge,Coral Reef,Common,Pure
601,Obsidian Claw,Hatchling,Golden Ember,Ember,Titan Crest,Runic Lines,Tidal Reflection,Sun Dunes,Common,Pure
602,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Nocturne Blue,Coral Fan,Solar Engraving,Crystal Bloom,Neon Abyss,Rare,Shadow
603,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Nocturne Blue,Forest Wrap,Circuit Map,Heatwave,Sun Dunes,Uncommon,Crystal
604,Obsidian Claw (Verdant Hybrid),Hatchling,Golden Ember,Ember,Neon Stream,Runic Lines,Tidal Reflection,Sun Dunes,Uncommon,Verdant
605,Obsidian Claw,Hatchling,Golden Ember,Bioluminescent,Titan Crest,Vine Spread,Solar Flare,Volcanic Plains,Common,Pure
606,Obsidian Claw (Azure Hybrid),Hatchling,Neon Circuit,Pearlescent,Solar Plume,Solar Engraving,Solar Flare,Titan Ruins,Rare,Azure
607,Obsidian Claw,Hatchling,Coral Gloss,Bioluminescent,Neon Stream,Vine Spread,Solar Flare,Ancient Jungle,Common,Pure
608,Obsidian Claw (Shadow Hybrid),Hatchling,Volcanic Black,Solar Amber,Solar Plume,Lava Cracks,Tidal Reflection,Coral Reef,Rare,Shadow
609,Obsidian Claw (Shadow Hybrid),Hatchling,Volcanic Black,Nocturne Blue,Forest Wrap,Runic Lines,Heatwave,Ancient Jungle,Rare,Shadow
610,Obsidian Claw,Hatchling,Golden Ember,Solar Amber,Solar Plume,Shadow Veins,Neon Surge,Neon Abyss,Common,Pure
611,Obsidian Claw,Hatchling,Magma Veined,Runic Red,Solar Plume,Circuit Map,Mist Cloak,Coral Reef,Common,Pure
612,Obsidian Claw,Hatchling,Magma Veined,Ember,Coral Fan,Lava Cracks,Mist Cloak,Neon Abyss,Common,Pure
613,Obsidian Claw,Hatchling,Magma Veined,Solar Amber,Crystal Hook,Vine Spread,Tidal Reflection,Titan Ruins,Common,Pure
614,Obsidian Claw,Hatchling,Magma Veined,Ember,Solar Plume,Runic Lines,Tidal Reflection,Coral Reef,Common,Pure
615,Obsidian Claw,Hatchling,Titan Alloy,Bioluminescent,Titan Crest,Lava Cracks,Heatwave,Volcanic Plains,Common,Pure
616,Obsidian Claw (Verdant Hybrid),Hatchling,Magma Veined,Data Circuit,Titan Crest,Coral Pattern,Heatwave,Coral Reef,Uncommon,Verdant
617,Obsidian Claw (Shadow Hybrid),Hatchling,Golden Ember,Solar Amber,Titan Crest,Coral Pattern,Crystal Bloom,Sun Dunes,Uncommon,Shadow
618,Obsidian Claw (Crystal Hybrid),Hatchling,Crystal Embedded,Data Circuit,Titan Crest,Vine Spread,Neon Surge,Sun Dunes,Rare,Crystal
619,Obsidian Claw,Hatchling,Titan Alloy,Solar Amber,Standard Coil,Circuit Map,Crystal Bloom,Sun Dunes,Common,Pure
620,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Solar Amber,Coral Fan,Shadow Veins,Heatwave,Titan Ruins,Rare,Azure
621,Obsidian Claw (Crystal Hybrid),Hatchling,Titan Alloy,Solar Amber,Solar Plume,Vine Spread,Crystal Bloom,Ancient Jungle,Uncommon,Crystal
622,Obsidian Claw (Azure Hybrid),Hatchling,Golden Ember,Ember,Neon Stream,Vine Spread,Crystal Bloom,Neon Abyss,Uncommon,Azure
